,submission_id,topic_champion
24222,oyf3s5,ahri
24223,oyf0b5,aatrox
24223,oyf0b5,ahri
24224,oyey6g,rammus
24225,oyevnf,aurelion sol
24226,oyevlr,ornn
24226,oyevlr,tahm kench
24227,oyeuxz,aatrox
24227,oyeuxz,ahri
24228,oyetxf,akali
24229,oyetc5,aatrox
24229,oyetc5,ahri
24230,oyesg4,irelia
24231,oyer72,aatrox
24231,oyer72,ahri
24232,oyeqhk,aatrox
24232,oyeqhk,ahri
24233,oyenze,aatrox
24233,oyenze,ahri
24234,oyempv,aatrox
24234,oyempv,ahri
24235,oyejzv,teemo
24236,oyeiid,malphite
24237,oyeble,aatrox
24237,oyeble,ahri
24238,oyea01,aatrox
24238,oyea01,ahri
24239,oye7zb,syndra
24240,oye7dj,teemo
24241,oye6ln,aatrox
24241,oye6ln,ahri
24242,oye650,yuumi
24243,oye5xf,aatrox
24243,oye5xf,ahri
24244,oye570,aatrox
24244,oye570,ahri
24245,oye4cn,aatrox
24245,oye4cn,ahri
24246,oye3t4,fizz
24247,oye2sq,aatrox
24247,oye2sq,ahri
24248,oydwa9,sett
24249,oydvp8,aatrox
24249,oydvp8,ahri
24250,oydsgf,aatrox
24250,oydsgf,ahri
24251,oydqdp,aatrox
24251,oydqdp,ahri
24252,oydm2k,illaoi
24253,oydkbk,aatrox
24253,oydkbk,ahri
24254,oydinr,corki
24255,oydf18,nidalee
24256,oyddts,aurelion sol
24256,oyddts,cassiopeia
24257,oyddbl,aatrox
24257,oyddbl,ahri
24258,oydd24,aatrox
24258,oydd24,ahri
24259,oydcw9,aatrox
24259,oydcw9,ahri
24260,oyd948,aatrox
24260,oyd948,ahri
24261,oyd54r,aatrox
24261,oyd54r,ahri
24262,oyd4bn,aatrox
24262,oyd4bn,ahri
24263,oycu3f,kog'maw
24264,oycqcg,aatrox
24264,oycqcg,ahri
24265,oycp5b,viego
24266,oyck61,morgana
24266,oyck61,ziggs
24267,oycivi,aatrox
24267,oycivi,ahri
24268,oycg6i,aatrox
24268,oycg6i,ahri
24269,oycdj8,sett
24270,oycb40,aatrox
24270,oycb40,ahri
24271,oyc7w5,aatrox
24271,oyc7w5,ahri
24272,oyc6l3,seraphine
24273,oybzk9,aatrox
24273,oybzk9,ahri
24274,oybuzu,akali
24274,oybuzu,gangplank
24275,oybt9t,aatrox
24275,oybt9t,ahri
24276,oybsb5,twisted fate
24277,oyblwy,aatrox
24277,oyblwy,ahri
24278,oybia1,aatrox
24278,oybia1,ahri
24279,oybhv3,aatrox
24279,oybhv3,ahri
24280,oybd4b,blitzcrank
24281,oyb6t8,aatrox
24281,oyb6t8,ahri
24282,oyb1lx,aatrox
24282,oyb1lx,ahri
24283,oyb0ou,aatrox
24283,oyb0ou,ahri
24284,oyazts,master yi
24285,oyawia,zed
24285,oyawia,akshan
24286,oyaw6i,master yi
24287,oyavnm,leona
24288,oyaucx,aatrox
24288,oyaucx,ahri
24289,oyanin,aatrox
24289,oyanin,ahri
24290,oyalu4,aatrox
24290,oyalu4,ahri
24291,oyalqd,aatrox
24291,oyalqd,ahri
24292,oyajso,aatrox
24292,oyajso,ahri
24293,oyahmn,aatrox
24293,oyahmn,ahri
24294,oya71k,viego
24295,oya0sg,aatrox
24295,oya0sg,ahri
24296,oy9zgr,senna
24297,oy9xg9,aatrox
24297,oy9xg9,ahri
24298,oy9v7y,aatrox
24298,oy9v7y,ahri
24299,oy9v53,miss fortune
24300,oy9rz9,aatrox
24300,oy9rz9,ahri
24301,oy9ip6,aatrox
24301,oy9ip6,ahri
24302,oy9i08,xin zhao
24303,oy9dya,aatrox
24303,oy9dya,ahri
24304,oy9df9,aatrox
24304,oy9df9,ahri
24305,oy9c1d,aatrox
24305,oy9c1d,ahri
24306,oy9bsn,aatrox
24306,oy9bsn,ahri
24307,oy999z,corki
24308,oy986i,aatrox
24308,oy986i,ahri
24309,oy93jj,aphelios
24310,oy8rhf,aphelios
24310,oy8rhf,twitch
24311,oy8nbe,aatrox
24311,oy8nbe,ekko
24312,oy8mcv,rell
24313,oy86vu,lee sin
24313,oy86vu,rek'sai
24314,oy81g7,yorick
24315,oy7yf9,aatrox
24315,oy7yf9,ahri
24316,oy7vw6,lee sin
24317,oy7r5l,yuumi
24318,oy7pyb,aatrox
24318,oy7pyb,ahri
24319,oy7o1d,aatrox
24319,oy7o1d,ahri
24320,oy7eut,aatrox
24320,oy7eut,ahri
24321,oy7cgz,aatrox
24321,oy7cgz,ahri
24322,oy792h,aatrox
24322,oy792h,ahri
24323,oy76jb,jinx
24323,oy76jb,malphite
24324,oy70y6,jinx
24325,oy6zf3,aatrox
24325,oy6zf3,ahri
24326,oy6z6t,aatrox
24326,oy6z6t,ahri
24327,oy6ybl,viego
24328,oy6t9u,vex
24329,oy6pex,sona
24330,oy6kje,aatrox
24330,oy6kje,ahri
24331,oy6h5q,twitch
24332,oy6eqa,kog'maw
24333,oy667f,mordekaiser
24333,oy667f,olaf
24334,oy64h9,aatrox
24334,oy64h9,ahri
24335,oy63ir,aatrox
24335,oy63ir,ahri
24336,oy6332,sett
24337,oy5zyd,miss fortune
24338,oy5zsk,aatrox
24338,oy5zsk,ahri
24339,oy5x61,aatrox
24339,oy5x61,ahri
24340,oy5thy,tahm kench
24341,oy5rer,aatrox
24341,oy5rer,ahri
24342,oy5qy7,aatrox
24342,oy5qy7,ahri
24343,oy5qe5,ekko
24344,oy5gye,ziggs
24345,oy5fpi,aatrox
24345,oy5fpi,ahri
24346,oy5eid,aatrox
24346,oy5eid,ahri
24347,oy5cjl,jhin
24347,oy5cjl,katarina
24348,oy5bzv,aatrox
24348,oy5bzv,ahri
24349,oy5bqd,irelia
24350,oy56uf,aatrox
24350,oy56uf,ahri
24351,oy53rq,aatrox
24351,oy53rq,ahri
24352,oy52ue,annie
24352,oy52ue,xin zhao
24353,oy51gs,aatrox
24353,oy51gs,ahri
24354,oy510b,irelia
24354,oy510b,lee sin
24355,oy4w4h,aatrox
24355,oy4w4h,ahri
24356,oy4t8a,akshan
24357,oy4s37,aatrox
24357,oy4s37,ahri
24358,oy4pys,irelia
24359,oy4onu,aatrox
24359,oy4onu,ahri
24360,oy4i3k,rakan
24360,oy4i3k,xayah
24361,oy4fm0,aatrox
24361,oy4fm0,ahri
24362,oy4en6,aatrox
24362,oy4en6,ahri
24363,oy4btl,aatrox
24363,oy4btl,ahri
24364,oy48zg,ezreal
24364,oy48zg,nasus
24365,oy47vz,aatrox
24365,oy47vz,ahri
24366,oy47oi,aatrox
24366,oy47oi,ahri
24367,oy443v,vayne
24367,oy443v,yorick
24368,oy43y6,aatrox
24368,oy43y6,ahri
24369,oy430v,miss fortune
24369,oy430v,olaf
24370,oy41cg,shen
24371,oy41bg,aatrox
24371,oy41bg,ahri
24372,oy40qq,senna
24373,oy40gw,karma
24374,oy3q7l,aatrox
24374,oy3q7l,ahri
24375,oy3pdt,aatrox
24375,oy3pdt,ahri
24376,oy3l14,aatrox
24376,oy3l14,ahri
24377,oy3h77,aatrox
24377,oy3h77,ahri
24378,oy3g2f,aatrox
24378,oy3g2f,ahri
24379,oy3dtb,aatrox
24379,oy3dtb,ahri
24380,oy3bjn,illaoi
24381,oy3a57,warwick
24381,oy3a57,zed
24382,oy39ci,akshan
24383,oy353y,kog'maw
24384,oy34e5,ezreal
24384,oy34e5,yasuo
24385,oy33y9,soraka
24386,oy32m4,aatrox
24386,oy32m4,ahri
24387,oy30vj,aatrox
24387,oy30vj,ahri
24388,oy2nvx,aatrox
24388,oy2nvx,ahri
24389,oy2k6d,aatrox
24389,oy2k6d,ahri
24390,oy2jsy,pantheon
24391,oy2j5l,poppy
24392,oy24qg,aatrox
24392,oy24qg,ahri
24393,oy2476,aatrox
24393,oy2476,ahri
24394,oy22wz,aatrox
24394,oy22wz,ahri
24395,oy1zc9,aatrox
24395,oy1zc9,ahri
24396,oy1xhb,vi
24397,oy1vfl,aatrox
24397,oy1vfl,ahri
24398,oy1v1w,aatrox
24398,oy1v1w,ahri
24399,oy1qll,samira
24400,oy1pyv,blitzcrank
24400,oy1pyv,lulu
24401,oy1p7j,aatrox
24401,oy1p7j,ahri
24402,oy1owg,aatrox
24402,oy1owg,ahri
24403,oy1kre,akshan
24404,oy1kbx,irelia
24404,oy1kbx,karma
24405,oy1jt7,aatrox
24405,oy1jt7,ahri
24406,oy1icf,aatrox
24406,oy1icf,ahri
24407,oy1faq,lucian
24407,oy1faq,akshan
24408,oy1en1,thresh
24409,oy1cum,aatrox
24409,oy1cum,ahri
24410,oy1b0i,twitch
24411,oy19u0,aatrox
24411,oy19u0,ahri
24412,oy19jz,aatrox
24412,oy19jz,ahri
24413,oy16gv,aatrox
24413,oy16gv,ahri
24414,oy16bh,maokai
24415,oy15ro,sett
24416,oy15ax,aatrox
24416,oy15ax,ahri
24417,oy14ot,morgana
24418,oy0waa,aatrox
24418,oy0waa,ahri
24419,oy0p8d,aatrox
24419,oy0p8d,ahri
24420,oy0p22,jax
24421,oy0ngh,garen
24422,oy0lns,aatrox
24422,oy0lns,ahri
24423,oy0kwf,kayle
24423,oy0kwf,sona
24424,oy0j79,mordekaiser
24425,oy0gth,ryze
24425,oy0gth,seraphine
24426,oy0ds8,aatrox
24426,oy0ds8,ahri
24427,oy09wb,aatrox
24427,oy09wb,ahri
24428,oy08p4,aatrox
24428,oy08p4,ahri
24429,oy04ig,aatrox
24429,oy04ig,ahri
24430,oy02y3,miss fortune
24431,oxzwjd,miss fortune
24431,oxzwjd,twisted fate
24432,oxzvhq,aatrox
24432,oxzvhq,ahri
24433,oxzvgm,aatrox
24433,oxzvgm,ahri
24434,oxzujr,aatrox
24434,oxzujr,ahri
24435,oxztzk,aatrox
24435,oxztzk,ahri
24436,oxzt2w,aatrox
24436,oxzt2w,ahri
24437,oxzsz8,aatrox
24437,oxzsz8,ahri
24438,oxzsa9,akali
24439,oxzqdo,kayle
24439,oxzqdo,kayn
24440,oxzp9a,aatrox
24440,oxzp9a,ahri
24441,oxzohh,aatrox
24441,oxzohh,ahri
24442,oxzlup,anivia
24443,oxzkc2,viego
24444,oxzjj8,aatrox
24444,oxzjj8,ahri
24445,oxzji0,aatrox
24445,oxzji0,ahri
24446,oxzizm,aatrox
24446,oxzizm,ahri
24447,oxziyo,aatrox
24447,oxziyo,ahri
24448,oxzhri,pyke
24449,oxzbie,aatrox
24449,oxzbie,ahri
24450,oxz9u7,aatrox
24450,oxz9u7,ahri
24451,oxz56m,aatrox
24451,oxz56m,ahri
24452,oxyxuf,akali
24453,oxysu7,aatrox
24453,oxysu7,ahri
24454,oxyssa,xin zhao
24455,oxyhkn,malphite
24456,oxycvw,aatrox
24456,oxycvw,ahri
24457,oxybil,aatrox
24457,oxybil,ahri
24458,oxy8cr,ezreal
24459,oxxys1,yone
24460,oxxxgp,diana
24460,oxxxgp,fizz
24461,oxxuvx,aatrox
24461,oxxuvx,ahri
24462,oxxsqz,aatrox
24462,oxxsqz,ahri
24463,oxxrzg,brand
24464,oxxr3u,aatrox
24464,oxxr3u,ahri
24465,oxxpgp,aatrox
24465,oxxpgp,ahri
24466,oxxljy,aatrox
24466,oxxljy,ahri
24467,oxxjmx,aatrox
24467,oxxjmx,ahri
24468,oxxjjs,aatrox
24468,oxxjjs,ahri
24469,oxxid2,dr. mundo
24469,oxxid2,lillia
24470,oxxdjp,irelia
24471,oxxc9p,aatrox
24471,oxxc9p,ahri
24472,oxx5lt,gwen
24472,oxx5lt,viego
24473,oxx4gn,aatrox
24473,oxx4gn,ahri
24474,oxx2d6,ezreal
24475,oxwygn,malphite
24476,oxwuoq,aatrox
24476,oxwuoq,ahri
24477,oxwer9,tristana
24478,oxwbc5,lux
24478,oxwbc5,nunu and willump
24479,oxw940,aatrox
24479,oxw940,ahri
24480,oxw6kf,aatrox
24480,oxw6kf,ahri
24481,oxw541,aatrox
24481,oxw541,ahri
24482,oxw1eu,aatrox
24482,oxw1eu,ahri
24483,oxw0zx,lulu
24483,oxw0zx,shen
24484,oxvyxp,akshan
24485,oxvy0q,aatrox
24485,oxvy0q,ahri
24486,oxvw3r,aatrox
24486,oxvw3r,ahri
24487,oxvuna,gragas
24488,oxvuds,aphelios
24488,oxvuds,diana
24489,oxvpjd,aatrox
24489,oxvpjd,ahri
24490,oxvp3o,lucian
24491,oxvmsm,irelia
24491,oxvmsm,pyke
24492,oxvktu,aatrox
24492,oxvktu,ahri
24493,oxvh24,ashe
24493,oxvh24,jinx
24494,oxvcpk,aatrox
24494,oxvcpk,ahri
24495,oxvatg,viego
24496,oxv7k8,yorick
24497,oxv70k,janna
24497,oxv70k,kha'zix
24498,oxv6f9,ezreal
24499,oxv30i,thresh
24500,oxv2tf,aatrox
24500,oxv2tf,ahri
24501,oxuxs9,aatrox
24501,oxuxs9,ahri
24502,oxuucn,aatrox
24502,oxuucn,ahri
24503,oxuqgu,kassadin
24504,oxupne,aatrox
24504,oxupne,ahri
24505,oxuod8,taliyah
24506,oxum8c,aatrox
24506,oxum8c,ahri
24507,oxuk9j,aatrox
24507,oxuk9j,ahri
24508,oxuchq,yuumi
24509,oxubw5,caitlyn
24509,oxubw5,urgot
24510,oxu7tw,lee sin
24511,oxu3b2,aatrox
24511,oxu3b2,ahri
24512,oxu376,nunu and willump
24513,oxtxnm,brand
24514,oxtv7f,aatrox
24514,oxtv7f,ahri
24515,oxtv3j,jayce
24515,oxtv3j,syndra
24516,oxttqm,gwen
24516,oxttqm,viego
24517,oxtr6q,aatrox
24517,oxtr6q,ahri
24518,oxtped,aatrox
24518,oxtped,ahri
24519,oxtma4,master yi
24520,oxth4j,gwen
24521,oxtfvu,aatrox
24521,oxtfvu,ahri
24522,oxtc8z,aatrox
24522,oxtc8z,ahri
24523,oxt1nf,aatrox
24523,oxt1nf,ahri
24524,oxsxfw,jax
24525,oxswkj,nasus
24525,oxswkj,riven
24526,oxsplc,karthus
24527,oxsk5a,lee sin
24527,oxsk5a,miss fortune
24528,oxsii2,pantheon
24529,oxsc13,twitch
24530,oxsa5w,aatrox
24530,oxsa5w,ahri
24531,oxs8cx,aatrox
24531,oxs8cx,ahri
24532,oxs7vx,diana
24532,oxs7vx,maokai
24533,oxs3en,viego
24534,oxs2mv,lissandra
24535,oxryre,aatrox
24535,oxryre,ahri
24536,oxrnhi,aatrox
24536,oxrnhi,ahri
24537,oxrlhx,xin zhao
24538,oxrhse,aatrox
24538,oxrhse,ahri
24539,oxrfyg,aatrox
24539,oxrfyg,ahri
24540,oxrf2d,aatrox
24540,oxrf2d,ahri
24541,oxrerk,aatrox
24541,oxrerk,ahri
24542,oxreab,aatrox
24542,oxreab,ahri
24543,oxrdb4,aatrox
24543,oxrdb4,ahri
24544,oxrchi,aatrox
24544,oxrchi,ahri
24545,oxrbkl,aatrox
24545,oxrbkl,ahri
24546,oxr6nq,aatrox
24546,oxr6nq,ahri
24547,oxr5kg,thresh
24548,oxr08f,miss fortune
24549,oxqwhv,fiora
24550,oxqvdc,jarvan iv
24550,oxqvdc,kog'maw
24551,oxquee,aatrox
24551,oxquee,ahri
24552,oxqnk4,aatrox
24552,oxqnk4,ahri
24553,oxqmqw,lillia
24553,oxqmqw,yone
24554,oxqlox,aatrox
24554,oxqlox,ahri
24555,oxqgxy,mordekaiser
24555,oxqgxy,olaf
24556,oxqeq6,azir
24557,oxqc7j,rengar
24558,oxqb9n,aatrox
24558,oxqb9n,ahri
24559,oxqa48,aatrox
24559,oxqa48,ahri
24560,oxq9t8,aatrox
24560,oxq9t8,ahri
24561,oxq8eo,ahri
24561,oxq8eo,ashe
24562,oxq8dm,aatrox
24562,oxq8dm,ahri
24563,oxq8bo,maokai
24564,oxq62d,aatrox
24564,oxq62d,ahri
24565,oxq5gc,aatrox
24565,oxq5gc,ahri
24566,oxq59l,aatrox
24566,oxq59l,ahri
24567,oxq41b,karma
24568,oxq21v,akali
24569,oxpt7f,twisted fate
24570,oxpsqu,aatrox
24570,oxpsqu,ahri
24571,oxpsqs,aatrox
24571,oxpsqs,ahri
24572,oxpslx,aatrox
24572,oxpslx,ahri
24573,oxpf64,aatrox
24573,oxpf64,ahri
24574,oxpdfm,aatrox
24575,oxpdd0,aatrox
24575,oxpdd0,ahri
24576,oxpcuh,aatrox
24576,oxpcuh,ahri
24577,oxpbdh,lux
24578,oxp5uy,aatrox
24578,oxp5uy,ahri
24579,oxp5nd,miss fortune
24579,oxp5nd,rammus
24580,oxp1vh,aatrox
24580,oxp1vh,ahri
24581,oxozo6,azir
24582,oxow6e,aatrox
24582,oxow6e,ahri
24583,oxow0s,aatrox
24583,oxow0s,ahri
24584,oxou2d,evelynn
24585,oxosyp,aatrox
24585,oxosyp,ahri
24586,oxos9y,aatrox
24586,oxos9y,ahri
24587,oxon4t,aatrox
24587,oxon4t,ahri
24588,oxoipq,katarina
24589,oxohdt,aatrox
24589,oxohdt,ahri
24590,oxofnm,aatrox
24590,oxofnm,ahri
24591,oxof0w,senna
24591,oxof0w,viego
24592,oxoe61,cho'gath
24593,oxoe4e,irelia
24594,oxoc9b,aatrox
24594,oxoc9b,ahri
24595,oxoc5w,katarina
24596,oxobf3,dr. mundo
24597,oxo3ch,aatrox
24597,oxo3ch,ahri
24598,oxnxto,master yi
24598,oxnxto,zac
24599,oxnx09,kog'maw
24599,oxnx09,lulu
24600,oxnwr6,aatrox
24600,oxnwr6,ahri
24601,oxnvgi,azir
24601,oxnvgi,seraphine
24602,oxnu73,kalista
24603,oxnu0l,aatrox
24603,oxnu0l,darius
24604,oxntst,aatrox
24604,oxntst,ahri
24605,oxnqke,zac
24606,oxnm40,cho'gath
24606,oxnm40,leblanc
24607,oxnjpg,aatrox
24607,oxnjpg,ahri
24608,oxnhtw,vex
24609,oxnfuu,aatrox
24609,oxnfuu,ahri
24610,oxnf38,udyr
24611,oxnea2,aatrox
24611,oxnea2,ahri
24612,oxnbde,aatrox
24612,oxnbde,ahri
24613,oxna7c,aatrox
24613,oxna7c,ahri
24614,oxn974,master yi
24615,oxn4l4,olaf
24615,oxn4l4,thresh
24616,oxn0h3,aatrox
24616,oxn0h3,ahri
24617,oxmyip,aatrox
24617,oxmyip,ahri
24618,oxmwod,aatrox
24618,oxmwod,ahri
24619,oxmvcb,aatrox
24619,oxmvcb,ahri
24620,oxmiic,maokai
24620,oxmiic,yorick
24621,oxmi57,aatrox
24621,oxmi57,ahri
24622,oxmeb0,aatrox
24622,oxmeb0,ahri
24623,oxmcw0,aatrox
24623,oxmcw0,ahri
24624,oxm9s6,aatrox
24624,oxm9s6,ahri
24625,oxm3ns,aatrox
24625,oxm3ns,ahri
24626,oxm1to,aatrox
24626,oxm1to,ahri
24627,oxm07m,aatrox
24627,oxm07m,ahri
24628,oxlzbq,aatrox
24628,oxlzbq,ahri
24629,oxlyko,aatrox
24629,oxlyko,ahri
24630,oxlupv,lee sin
24631,oxlo7n,viego
24632,oxlcmj,aatrox
24632,oxlcmj,ahri
24633,oxlba3,thresh
24633,oxlba3,warwick
24634,oxl4c1,aatrox
24634,oxl4c1,ahri
24635,oxkzt2,aatrox
24635,oxkzt2,ahri
24636,oxkz3n,aatrox
24636,oxkz3n,ahri
24637,oxkxzo,vex
24638,oxksrb,nunu and willump
24639,oxksdn,viego
24640,oxkr48,viego
24641,oxkisl,aatrox
24641,oxkisl,ahri
24642,oxkbgf,yorick
24643,oxkai5,aatrox
24643,oxkai5,ahri
24644,oxk7x5,aatrox
24644,oxk7x5,ahri
24645,oxk08n,aatrox
24645,oxk08n,ahri
24646,oxjyym,aatrox
24646,oxjyym,ahri
24647,oxjx5c,camille
24647,oxjx5c,diana
24648,oxjt0d,aatrox
24648,oxjt0d,ahri
24649,oxjlj3,aatrox
24649,oxjlj3,ahri
24650,oxjge4,aatrox
24650,oxjge4,ahri
24651,oxj7b8,miss fortune
24652,oxj1du,yasuo
24652,oxj1du,yone
24653,oxiwzg,aatrox
24653,oxiwzg,ahri
24654,oxiw9x,aatrox
24654,oxiw9x,ahri
24655,oxiu3d,ezreal
24655,oxiu3d,lux
24656,oxipqu,senna
24657,oxippg,aatrox
24657,oxippg,ahri
24658,oxikbg,shaco
24659,oxijom,amumu
24659,oxijom,kayn
24660,oxiftp,aatrox
24660,oxiftp,ahri
24661,oxiafz,aatrox
24661,oxiafz,ahri
24662,oxi9nk,aatrox
24662,oxi9nk,ahri
24663,oxi8pw,viego
24664,oxi81a,jhin
24665,oxi7rh,kalista
24666,oxi5or,miss fortune
24667,oxhyb0,aatrox
24667,oxhyb0,ahri
24668,oxhvzk,aatrox
24668,oxhvzk,ahri
24669,oxhv14,aatrox
24669,oxhv14,ahri
24670,oxhqxb,aatrox
24670,oxhqxb,ahri
24671,oxhplo,aatrox
24671,oxhplo,ahri
24672,oxhljb,aatrox
24672,oxhljb,ahri
24673,oxhj2t,aatrox
24673,oxhj2t,ahri
24674,oxhil7,aatrox
24674,oxhil7,ahri
24675,oxhe2u,thresh
24676,oxh8zl,master yi
24677,oxh2rk,aatrox
24677,oxh2rk,ahri
24678,oxh13k,aatrox
24678,oxh13k,ahri
24679,oxh10e,aatrox
24679,oxh10e,ahri
24680,oxgz6v,ashe
24680,oxgz6v,camille
24681,oxgx3n,aatrox
24681,oxgx3n,ahri
24682,oxgnvs,aatrox
24682,oxgnvs,ahri
24683,oxgmmp,aatrox
24683,oxgmmp,ahri
24684,oxgi4p,aatrox
24684,oxgi4p,ahri
24685,oxgi1x,aatrox
24685,oxgi1x,ahri
24686,oxghvv,aatrox
24686,oxghvv,ahri
24687,oxghn5,viego
24688,oxgfao,aatrox
24688,oxgfao,ahri
24689,oxgds5,aatrox
24689,oxgds5,ahri
24690,oxgci6,aatrox
24690,oxgci6,ahri
24691,oxga24,yone
24692,oxg9zl,aatrox
24692,oxg9zl,ahri
24693,oxg9w4,aatrox
24693,oxg9w4,ahri
24694,oxg847,aatrox
24694,oxg847,ahri
24695,oxg51z,aatrox
24695,oxg51z,ahri
24696,oxg0ax,aatrox
24696,oxg0ax,ahri
24697,oxfwwi,aatrox
24697,oxfwwi,ahri
24698,oxftk1,viego
24699,oxfpwn,aatrox
24699,oxfpwn,ahri
24700,oxfpn2,aatrox
24700,oxfpn2,ahri
24701,oxfo97,master yi
24702,oxfnq4,aurelion sol
24703,oxfn7e,aatrox
24703,oxfn7e,ahri
24704,oxfg6k,sylas
24705,oxfdep,aurelion sol
24705,oxfdep,rek'sai
24706,oxfbla,nunu and willump
24707,oxfaxp,mordekaiser
24708,oxf908,viego
24709,oxf8vt,aatrox
24709,oxf8vt,ahri
24710,oxf8sy,aatrox
24710,oxf8sy,ahri
24711,oxf8px,aatrox
24711,oxf8px,ahri
24712,oxf5ll,aatrox
24712,oxf5ll,ahri
24713,oxf2k1,aatrox
24713,oxf2k1,ahri
24714,oxf1yv,lee sin
24715,oxf1fx,aatrox
24715,oxf1fx,ahri
24716,oxey6b,aatrox
24716,oxey6b,ahri
24717,oxepoj,miss fortune
24718,oxeoir,graves
24719,oxeo94,aurelion sol
24719,oxeo94,karma
24720,oxenpy,aatrox
24720,oxenpy,ahri
24721,oxemvg,aatrox
24721,oxemvg,ahri
24722,oxei6p,aatrox
24722,oxei6p,ahri
24723,oxeham,gangplank
24723,oxeham,viego
24724,oxeg6z,aatrox
24724,oxeg6z,ahri
24725,oxef3q,aatrox
24725,oxef3q,ahri
24726,oxed2t,aatrox
24726,oxed2t,ahri
24727,oxe9zq,aatrox
24727,oxe9zq,ahri
24728,oxe8g5,jax
24729,oxe58d,ezreal
24729,oxe58d,vayne
24730,oxe45j,aatrox
24730,oxe45j,ahri
24731,oxdv9h,akshan
24732,oxdr3o,aatrox
24732,oxdr3o,ahri
24733,oxdphd,poppy
24733,oxdphd,zoe
24734,oxdp3k,viego
24735,oxdofc,aatrox
24735,oxdofc,ahri
24736,oxdks9,aatrox
24736,oxdks9,ahri
24737,oxdj8f,aatrox
24737,oxdj8f,ahri
24738,oxdhs3,yorick
24738,oxdhs3,viego
24739,oxdhra,aatrox
24739,oxdhra,ahri
24740,oxd9je,mordekaiser
24740,oxd9je,viego
24741,oxd8hk,ezreal
24742,oxd7vz,camille
24743,oxd4gg,aatrox
24743,oxd4gg,ahri
24744,oxd383,aatrox
24744,oxd383,ahri
24745,oxd1d8,illaoi
24745,oxd1d8,sett
24746,oxcyko,aatrox
24746,oxcyko,ahri
24747,oxcybf,aatrox
24747,oxcybf,ahri
24748,oxcv8f,akshan
24749,oxcudk,aatrox
24749,oxcudk,ahri
24750,oxcq4p,maokai
24751,oxcncm,brand
24752,oxcmzp,aatrox
24752,oxcmzp,ahri
24753,oxcjvw,pyke
24754,oxcj8g,aatrox
24754,oxcj8g,ahri
24755,oxci14,aatrox
24755,oxci14,ahri
24756,oxcd07,aatrox
24756,oxcd07,ahri
24757,oxccqg,ornn
24758,oxccib,aatrox
24758,oxccib,ahri
24759,oxcbco,aatrox
24759,oxcbco,ahri
24760,oxc8dk,aatrox
24760,oxc8dk,ahri
24761,oxc72a,jhin
24762,oxc130,akali
24762,oxc130,miss fortune
24763,oxbz9t,mordekaiser
24764,oxbya5,aatrox
24764,oxbya5,ahri
24765,oxby76,aatrox
24765,oxby76,ahri
24766,oxbvg0,aatrox
24766,oxbvg0,ahri
24767,oxbu9t,jhin
24767,oxbu9t,leona
24768,oxbu7w,aatrox
24768,oxbu7w,ahri
24769,oxbr8a,viego
24770,oxbqzn,quinn
24771,oxbnpi,lux
24772,oxbhtk,aatrox
24772,oxbhtk,ahri
24773,oxbgrk,aatrox
24773,oxbgrk,ahri
24774,oxbg9o,rengar
24775,oxbf6r,aatrox
24775,oxbf6r,ahri
24776,oxbf4m,aatrox
24776,oxbf4m,ahri
24777,oxbc3z,rengar
24778,oxbbkv,aatrox
24778,oxbbkv,ahri
24779,oxba34,pantheon
24780,oxb70w,aatrox
24780,oxb70w,ahri
24781,oxb6wt,ezreal
24781,oxb6wt,varus
24782,oxb6ke,aatrox
24782,oxb6ke,ahri
24783,oxb5m4,katarina
24783,oxb5m4,tristana
24784,oxb4vw,aatrox
24784,oxb4vw,ahri
24785,oxb44u,aatrox
24785,oxb44u,ahri
24786,oxb04x,aatrox
24786,oxb04x,ahri
24787,oxaxt9,viego
24788,oxawhy,diana
24788,oxawhy,irelia
24789,oxatoe,leona
24790,oxatk4,miss fortune
24790,oxatk4,twisted fate
24791,oxasyw,aatrox
24791,oxasyw,ahri
24792,oxar2h,sion
24793,oxapv5,aatrox
24793,oxapv5,ahri
24794,oxapod,aatrox
24794,oxapod,ahri
24795,oxao1c,aatrox
24795,oxao1c,ahri
24796,oxane8,aatrox
24796,oxane8,ahri
24797,oxan87,aatrox
24797,oxan87,ahri
24798,oxalqw,aatrox
24798,oxalqw,ahri
24799,oxaefx,rengar
24800,oxac58,aatrox
24800,oxac58,ahri
24801,oxa9ju,aatrox
24801,oxa9ju,ahri
24802,oxa90t,aatrox
24802,oxa90t,ahri
24803,oxa81f,gwen
24804,oxa5p0,viego
24805,oxa1sb,aatrox
24805,oxa1sb,ahri
24806,oxa0lg,aatrox
24806,oxa0lg,ahri
24807,ox9ypr,karthus
24808,ox9wjj,aatrox
24808,ox9wjj,ahri
24809,ox9sce,akshan
24810,ox9qz9,diana
24810,ox9qz9,viego
24811,ox9lwb,xin zhao
24812,ox9jwp,aatrox
24812,ox9jwp,ahri
24813,ox9gi9,aatrox
24813,ox9gi9,ahri
24814,ox9bc4,shyvana
24815,ox955f,jax
24815,ox955f,trundle
24816,ox94vy,aatrox
24817,ox94a6,aatrox
24817,ox94a6,ahri
24818,ox92mx,aatrox
24818,ox92mx,ahri
24819,ox90d8,aatrox
24819,ox90d8,ahri
24820,ox90bk,lucian
24820,ox90bk,senna
24821,ox8zsa,viego
24822,ox8ymm,gangplank
24822,ox8ymm,miss fortune
